1180,长瓣短柱茶,Camellia grijsii,长瓣短柱茶,Camellia grijsii,长瓣短柱茶,Camellia grijsii
1181,山茶,Camellia japonica,山茶,Camellia japonica,山茶,Camellia japonica
1182,油茶,Camellia oleifera,油茶,Camellia oleifera,油茶,Camellia oleifera
1183,金花茶,Camellia petelotii,金花茶,Camellia petelotii,金花茶,Camellia petelotii
1184,西南红山茶,Camellia pitardii,西南红山茶,Camellia pitardii,西南红山茶,Camellia pitardii
1185,柳叶毛蕊茶,Camellia salicifolia,柳叶毛蕊茶,Camellia salicifolia,柳叶毛蕊茶,Camellia salicifolia
1186,怒江红山茶,Camellia saluenensis,怒江红山茶,Camellia saluenensis,怒江红山茶,Camellia saluenensis
1187,茶梅,Camellia sasanqua,茶梅,Camellia sasanqua,None,None
1188,茶,Camellia sinensis,茶,Camellia sinensis,茶,Camellia sinensis
1189,普洱茶,Camellia sinensis var. assamica,普洱茶,Camellia sinensis var. assamica,普洱茶,Camellia sinensis var. assamica
1190,单体红山茶,Camellia uraku,单体红山茶,Camellia uraku,None,None
1191,五柱滇山茶,Camellia yunnanensis,五柱滇山茶,Camellia yunnanensis,五柱滇山茶,Camellia yunnanensis
1192,木荷,Schima superba,木荷,Schima superba,木荷,Schima superba
1193,小果核果茶,Pyrenaria microcarpa,小果核果茶,Pyrenaria microcarpa,小果核果茶,Pyrenaria microcarpa
1194,大果核果茶,Pyrenaria spectabilis,大果核果茶,Pyrenaria spectabilis,大果核果茶,Pyrenaria spectabilis
1195,紫茎,Stewartia sinensis,紫茎,Stewartia sinensis,紫茎,Stewartia sinensis
1196,网脉山龙眼,Helicia reticulata,网脉山龙眼,Helicia reticulata,网脉山龙眼,Helicia reticulata
1197,帝王花,Protea cynaroides,帝王花,Protea cynaroides,None,None
1198,昆士兰山龙眼,Buckinghamia celsissima,昆士兰山龙眼,Buckinghamia celsissima,None,None
1199,澳洲坚果,Macadamia integrifolia,澳洲坚果,Macadamia integrifolia,澳洲坚果,Macadamia integrifolia
1200,针垫花,Leucospermum nutans,针垫花,Leucospermum nutans,None,None
1201,红花银桦,Grevillea banksii,红花银桦,Grevillea banksii,None,None
1202,红花岩梅,Diapensia purpurea,红花岩梅,Diapensia purpurea,红花岩梅,Diapensia purpurea
1203,七子花,Heptacodium miconioides,七子花,Heptacodium miconioides,七子花,Heptacodium miconioides
1204,六道木,Zabelia biflora,六道木,Zabelia biflora,六道木,Zabelia biflora
1205,南方六道木,Zabelia dielsii,南方六道木,Zabelia dielsii,南方六道木,Zabelia dielsii
1206,白花刺续断,Acanthocalyx alba,白花刺续断,Acanthocalyx alba,白花刺续断,Acanthocalyx alba
1207,北极花,Linnaea borealis,北极花,Linnaea borealis,北极花,Linnaea borealis
1208,川续断,Dipsacus asper,川续断,Dipsacus asper,川续断,Dipsacus asper
1209,起绒草,Dipsacus fullonum,起绒草,Dipsacus fullonum,起绒草,Dipsacus fullonum
1210,蓝果忍冬,Lonicera caerulea,蓝果忍冬,Lonicera caerulea,蓝果忍冬,Lonicera caerulea
1211,金花忍冬,Lonicera chrysantha,金花忍冬,Lonicera chrysantha,金花忍冬,Lonicera chrysantha
1212,北京忍冬,Lonicera elisae,北京忍冬,Lonicera elisae,北京忍冬,Lonicera elisae
1213,葱皮忍冬,Lonicera ferdinandi,葱皮忍冬,Lonicera ferdinandi,葱皮忍冬,Lonicera ferdinandi
1214,郁香忍冬,Lonicera fragrantissima,郁香忍冬,Lonicera fragrantissima,郁香忍冬,Lonicera fragrantissima
1215,苦糖果,Lonicera fragrantissima var. lancifolia,苦糖果,Lonicera fragrantissima var. lancifolia,苦糖果,Lonicera fragrantissima var. lancifolia
1216,刚毛忍冬,Lonicera hispida,刚毛忍冬,Lonicera hispida,刚毛忍冬,Lonicera hispida
1217,<某种>,Lonicera hispidula,None,Lonicera hispidula,None,None
1218,<某种>,Lonicera involucrata,总苞忍冬,Lonicera involucrata,None,None
1219,忍冬,Lonicera japonica,忍冬,Lonicera japonica,忍冬,Lonicera japonica
1220,红白忍冬,Lonicera japonica var. chinensis,红白忍冬,Lonicera japonica var. chinensis,红白忍冬,Lonicera japonica var. chinensis
1221,蓝叶忍冬,Lonicera korolkowi,蓝叶忍冬,Lonicera korolkowi,None,None
1222,金银忍冬,Lonicera maackii,金银忍冬,Lonicera maackii,金银忍冬,Lonicera maackii
1223,下江忍冬,Lonicera modesta,下江忍冬,Lonicera modesta,下江忍冬,Lonicera modesta
1224,早花忍冬,Lonicera praeflorens,早花忍冬,Lonicera praeflorens,早花忍冬,Lonicera praeflorens
1225,贯月忍冬,Lonicera sempervirens,贯月忍冬,Lonicera sempervirens,None,None
1226,唐古特忍冬,Lonicera tangutica,唐古特忍冬,Lonicera tangutica,唐古特忍冬,Lonicera tangutica
1227,新疆忍冬,Lonicera tatarica,新疆忍冬,Lonicera tatarica,新疆忍冬,Lonicera tatarica
1228,黄果鞑靼忍冬,Lonicera tatarica 'Lutea',黄果鞑靼忍冬,Lonicera tatarica 'Lutea',None,None
1229,毛花忍冬,Lonicera trichosantha,毛花忍冬,Lonicera trichosantha,毛花忍冬,Lonicera trichosantha
1230,白雪果,Symphoricarpos albus,白雪果,Symphoricarpos albus,None,None
1231,圆果毛核木,Symphoricarpos orbiculatus,圆果毛核木,Symphoricarpos orbiculatus,None,None
1232,蝟实,Kolkwitzia amabilis,蝟实,Kolkwitzia amabilis,猬实,Kolkwitzia amabilis
1233,糯米条,Abelia chinensis,糯米条,Abelia chinensis,糯米条,Abelia chinensis
1234,二翅六道木,Abelia macrotera,二翅六道木,Abelia macrotera,二翅糯米条,Abelia macrotera
1235,蓪梗花,Abelia uniflora,蓪梗花,Abelia uniflora,蓪梗花,Abelia uniflora
1236,大花六道木,Abelia × grandiflora,大花六道木,Abelia × grandiflora,大花糯米条,Abelia × grandiflora
1237,穿心莛子藨,Triosteum himalayanum,穿心莛子藨,Triosteum himalayanum,穿心莛子藨,Triosteum himalayanum
1238,紫盆花,Scabiosa atropurpurea,紫盆花,Scabiosa atropurpurea,None,None
1239,蓝盆花,Scabiosa comosa,蓝盆花,Scabiosa comosa,窄叶蓝盆花,Scabiosa comosa
1240,少蕊败酱,Patrinia monandra,少蕊败酱,Patrinia monandra,少蕊败酱,Patrinia monandra
1241,攀倒甑,Patrinia villosa,攀倒甑,Patrinia villosa,攀倒甑,Patrinia villosa
1242,距药草,Centranthus ruber,距药草,Centranthus ruber,None,None
1243,海仙花,Weigela coraeensis,海仙花,Weigela coraeensis,朝鲜锦带花,Weigela coraeensis
1244,锦带花,Weigela florida,锦带花,Weigela florida,锦带花,Weigela florida
1245,红王子锦带花,Weigela florida 'Red Prince',红王子锦带花,Weigela florida 'Red Prince',None,None
1246,斑叶锦带花,Weigela florida 'Variegata',斑叶锦带花,Weigela florida 'Variegata',None,None
1247,半边月,Weigela japonica var. sinica,半边月,Weigela japonica var. sinica,None,None
1248,鬼吹箫,Leycesteria formosa,鬼吹箫,Leycesteria formosa,鬼吹箫,Leycesteria formosa
1249,悬铃木属,Platanus,悬铃木属,Platanus,None,None
1250,一球悬铃木,Platanus occidentalis,一球悬铃木,Platanus occidentalis,一球悬铃木,Platanus occidentalis
1251,加州悬铃木,Platanus racemosa,加州悬铃木,Platanus racemosa,None,None
1252,扯根菜,Penthorum chinense,扯根菜,Penthorum chinense,扯根菜,Penthorum chinense
1253,<某种>,Trientalis borealis,None,None,None,None
1254,七瓣莲,Trientalis europaea,七瓣莲,Trientalis europaea,七瓣莲,Trientalis europaea
1255,<某种>,Trientalis latifolia,None,None,None,None
1256,仙客来,Cyclamen persicum,仙客来,Cyclamen persicum,None,None
1257,假婆婆纳,Stimpsonia chamaedryoides,假婆婆纳,Stimpsonia chamaedryoides,假婆婆纳,Stimpsonia chamaedryoides
1258,欧报春,Primula acaulis,欧报春,Primula acaulis,None,None
1259,乳黄雪山报春,Primula agleniana,乳黄雪山报春,Primula agleniana,乳黄雪山报春,Primula agleniana
1260,霞红灯台报春,Primula beesiana,霞红灯台报春,Primula beesiana,霞红灯台报春,Primula beesiana
1261,山丽报春,Primula bella,山丽报春,Primula bella,山丽报春,Primula bella
1262,糙毛报春,Primula blinii,糙毛报春,Primula blinii,糙毛报春,Primula blinii
1263,紫花雪山报春,Primula chionantha,紫花雪山报春,Primula chionantha,紫花雪山报春,Primula chionantha
1264,毛茛叶报春,Primula cicutariifolia,毛茛叶报春,Primula cicutariifolia,毛茛叶报春,Primula cicutariifolia
1265,球花报春,Primula denticulata,球花报春,Primula denticulata,球花报春,Primula denticulata
1266,滇北球花报春,Primula denticulata subsp. sinodenticulata,滇北球花报春,Primula denticulata subsp. sinodenticulata,滇北球花报春,Primula denticulata subsp. sinodenticulata
1267,翅柄岩报春,Primula dryadifolia subsp. jonardunii,翅柄岩报春,Primula dryadifolia subsp. jonardunii,翅柄岩报春,Primula dryadifolia subsp. jonardunii
1268,<某种>,Primula hendersonii,None,Primula hendersonii,None,None
1269,胭脂花,Primula maximowiczii,胭脂花,Primula maximowiczii,胭脂花,Primula maximowiczii
1270,天山报春,Primula nutans,天山报春,Primula nutans,天山报春,Primula nutans
1271,鄂报春,Primula obconica,鄂报春,Primula obconica,鄂报春,Primula obconica
1272,掌叶报春,Primula palmata,掌叶报春,Primula palmata,掌叶报春,Primula palmata
1273,天竺葵报春,Primula pelargoniifolia,天竺葵报春,Primula pelargoniifolia,None,None
1274,羽叶穗花报春,Primula pinnatifida,羽叶穗花报春,Primula pinnatifida,羽叶穗花报春,Primula pinnatifida
1275,海仙报春,Primula poissonii,海仙报春,Primula poissonii,海仙报春,Primula poissonii
1276,多脉报春,Primula polyneura,多脉报春,Primula polyneura,多脉报春,Primula polyneura
1277,滇海水仙花,Primula pseudodenticulata,滇海水仙花,Primula pseudodenticulata,滇海水仙花,Primula pseudodenticulata
1278,粉被灯台报春,Primula pulverulenta,粉被灯台报春,Primula pulverulenta,粉被灯台报春,Primula pulverulenta
1279,岩生报春,Primula saxatilis,岩生报春,Primula saxatilis,岩生报春,Primula saxatilis
1280,偏花报春,Primula secundiflora,偏花报春,Primula secundiflora,偏花报春,Primula secundiflora
1281,钟花报春,Primula sikkimensis,钟花报春,Primula sikkimensis,钟花报春,Primula sikkimensis
1282,铁梗报春,Primula sinolisteri,铁梗报春,Primula sinolisteri,铁梗报春,Primula sinolisteri
1283,苣叶报春,Primula sonchifolia,苣叶报春,Primula sonchifolia,苣叶报春,Primula sonchifolia
1284,狭萼报春,Primula stenocalyx,狭萼报春,Primula stenocalyx,狭萼报春,Primula stenocalyx
1285,甘青报春,Primula tangutica,甘青报春,Primula tangutica,甘青报春,Primula tangutica
1286,暗红紫晶报春,Primula valentiniana,暗红紫晶报春,Primula valentiniana,暗红紫晶报春,Primula valentiniana
1287,高穗花报春,Primula vialii,高穗花报春,Primula vialii,高穗花报春,Primula vialii
1288,金珠柳,Maesa montana,金珠柳,Maesa montana,金珠柳,Maesa montana
1289,鲫鱼胆,Maesa perlarius,鲫鱼胆,Maesa perlarius,鲫鱼胆,Maesa perlarius
1290,莲叶点地梅,Androsace henryi,莲叶点地梅,Androsace henryi,莲叶点地梅,Androsace henryi
1291,西藏点地梅,Androsace mariae,西藏点地梅,Androsace mariae,西藏点地梅,Androsace mariae
1292,硬枝点地梅,Androsace rigida,硬枝点地梅,Androsace rigida,硬枝点地梅,Androsace rigida
1293,刺叶点地梅,Androsace spinulifera,刺叶点地梅,Androsace spinulifera,刺叶点地梅,Androsace spinulifera
1294,点地梅,Androsace umbellata,点地梅,Androsace umbellata,点地梅,Androsace umbellata
1295,粗毛点地梅,Androsace wardii,粗毛点地梅,Androsace wardii,粗毛点地梅,Androsace wardii
1296,雅江点地梅,Androsace yargongensis,雅江点地梅,Androsace yargongensis,雅江点地梅,Androsace yargongensis
1297,独花报春,Omphalogramma vinciflorum,独花报春,Omphalogramma vinciflorum,独花报春,Omphalogramma vinciflorum
1298,广西过路黄,Lysimachia alfredii,广西过路黄,Lysimachia alfredii,广西过路黄,Lysimachia alfredii
1299,狼尾花,Lysimachia barystachys,狼尾花,Lysimachia barystachys,狼尾花,Lysimachia barystachys
1300,泽珍珠菜,Lysimachia candida,泽珍珠菜,Lysimachia candida,泽珍珠菜,Lysimachia candida
1301,过路黄,Lysimachia christiniae,过路黄,Lysimachia christiniae,过路黄,Lysimachia christiniae
1302,缘毛过路黄,Lysimachia ciliata,缘毛过路黄,Lysimachia ciliata,None,None
1303,矮桃,Lysimachia clethroides,矮桃,Lysimachia clethroides,矮桃,Lysimachia clethroides
1304,临时救,Lysimachia congestiflora,临时救,Lysimachia congestiflora,临时救,Lysimachia congestiflora
1305,星宿菜,Lysimachia fortunei,星宿菜,Lysimachia fortunei,星宿菜,Lysimachia fortunei
1306,金爪儿,Lysimachia grammica,金爪儿,Lysimachia grammica,金爪儿,Lysimachia grammica
1307,点腺过路黄,Lysimachia hemsleyana,点腺过路黄,Lysimachia hemsleyana,点腺过路黄,Lysimachia hemsleyana
1308,黑腺珍珠菜,Lysimachia heterogenea,黑腺珍珠菜,Lysimachia heterogenea,黑腺珍珠菜,Lysimachia heterogenea
1309,轮叶过路黄,Lysimachia klattiana,轮叶过路黄,Lysimachia klattiana,轮叶过路黄,Lysimachia klattiana
1310,长梗过路黄,Lysimachia longipes,长梗过路黄,Lysimachia longipes,长梗过路黄,Lysimachia longipes
1311,南平过路黄,Lysimachia nanpingensis,南平过路黄,Lysimachia nanpingensis,南平过路黄,Lysimachia nanpingensis
1312,圆叶过路黄,Lysimachia nummularia,圆叶过路黄,Lysimachia nummularia,None,None
1313,金叶过路黄,Lysimachia nummularia 'Aurea',金叶过路黄,Lysimachia nummularia 'Aurea',None,None
1314,狭叶落地梅,Lysimachia paridiformis var. stenophylla,狭叶落地梅,Lysimachia paridiformis var. stenophylla,狭叶落地梅,Lysimachia paridiformis var. stenophylla
1315,巴东过路黄,Lysimachia patungensis,巴东过路黄,Lysimachia patungensis,巴东过路黄,Lysimachia patungensis
1316,疏头过路黄,Lysimachia pseudohenryi,疏头过路黄,Lysimachia pseudohenryi,疏头过路黄,Lysimachia pseudohenryi
1317,矮星宿菜,Lysimachia pumila,矮星宿菜,Lysimachia pumila,矮星宿菜,Lysimachia pumila
1318,黄排草,Lysimachia punctata,黄排草,Lysimachia punctata,None,None
1319,琉璃繁缕,Anagallis arvensis,琉璃繁缕,Anagallis arvensis,琉璃繁缕,Anagallis arvensis
1320,蓝花琉璃繁缕,Anagallis arvensis f. coerulea,蓝花琉璃繁缕,Anagallis arvensis f. coerulea,None,None
1321,朱砂根,Ardisia crenata,朱砂根,Ardisia crenata,朱砂根,Ardisia crenata
1322,百两金,Ardisia crispa,百两金,Ardisia crispa,百两金,Ardisia crispa
1323,东方紫金牛,Ardisia elliptica,东方紫金牛,Ardisia elliptica,东方紫金牛,Ardisia elliptica
1324,矮紫金牛,Ardisia humilis,矮紫金牛,Ardisia humilis,矮紫金牛,Ardisia humilis
1325,紫金牛,Ardisia japonica,紫金牛,Ardisia japonica,紫金牛,Ardisia japonica
1326,虎舌红,Ardisia mamillata,虎舌红,Ardisia mamillata,虎舌红,Ardisia mamillata
1327,铜盆花,Ardisia obtusa,铜盆花,Ardisia obtusa,铜盆花,Ardisia obtusa
1328,雪下红,Ardisia villosa,雪下红,Ardisia villosa,雪下红,Ardisia villosa
1329,蜡烛果,Aegiceras corniculatum,蜡烛果,Aegiceras corniculatum,蜡烛果,Aegiceras corniculatum
1330,当归藤,Embelia parviflora,当归藤,Embelia parviflora,当归藤,Embelia parviflora
1331,白花酸藤果,Embelia ribes,白花酸藤果,Embelia ribes,白花酸藤果,Embelia ribes
1332,铁仔,Myrsine africana,铁仔,Myrsine africana,铁仔,Myrsine africana
1333,密花树,Myrsine seguinii,密花树,Myrsine seguinii,密花树,Myrsine seguinii
1334,文定果,Muntingia calabura,文定果,Muntingia calabura,None,None
1335,锈毛丁公藤,Erycibe expansa,锈毛丁公藤,Erycibe expansa,锈毛丁公藤,Erycibe expansa
1336,土丁桂,Evolvulus alsinoides,土丁桂,Evolvulus alsinoides,土丁桂,Evolvulus alsinoides
1337,蓝星花,Evolvulus nuttallianus,蓝星花,Evolvulus nuttallianus,None,None
1338,地旋花,Xenostegia tridentata,地旋花,Xenostegia tridentata,地旋花,Xenostegia tridentata
1339,打碗花,Calystegia hederacea,打碗花,Calystegia hederacea,打碗花,Calystegia hederacea
1340,旋花,Calystegia sepium,旋花,Calystegia sepium,None,None
1341,肾叶打碗花,Calystegia soldanella,肾叶打碗花,Calystegia soldanella,肾叶打碗花,Calystegia soldanella
1342,田旋花,Convolvulus arvensis,田旋花,Convolvulus arvensis,田旋花,Convolvulus arvensis
1343,刺旋花,Convolvulus tragacanthoides,刺旋花,Convolvulus tragacanthoides,刺旋花,Convolvulus tragacanthoides
1344,大花牵牛,Pharbitis limbata,大花牵牛,Pharbitis limbata,None,None
1345,盒果藤,Operculina turpethum,盒果藤,Operculina turpethum,盒果藤,Operculina turpethum
1346,橙红茑萝,Quamoclit coccinea,None,Quamoclit coccinea,None,None
1347,茑萝松,Quamoclit pennata,None,Quamoclit pennata,None,Quamoclit pennata
1348,葵叶茑萝,Quamoclit × sloteri,None,None,None,None
1349,金灯藤,Cuscuta japonica,金灯藤,Cuscuta japonica,金灯藤,Cuscuta japonica
1350,月光花,Ipomoea alba,月光花,Ipomoea alba,月光花,Ipomoea alba
1351,蕹菜,Ipomoea aquatica,蕹菜,Ipomoea aquatica,蕹菜,Ipomoea aquatica
1352,番薯,Ipomoea batatas,番薯,Ipomoea batatas,番薯,Ipomoea batatas
1353,毛牵牛,Ipomoea biflora,毛牵牛,Ipomoea biflora,毛牵牛,Ipomoea biflora
1354,五爪金龙,Ipomoea cairica,五爪金龙,Ipomoea cairica,五爪金龙,Ipomoea cairica
1355,树牵牛,Ipomoea carnea subsp. fistulosa,树牵牛,Ipomoea carnea subsp. fistulosa,树牵牛,Ipomoea carnea subsp. fistulosa
1356,毛果甘薯,Ipomoea cordatotriloba,毛果甘薯,Ipomoea cordatotriloba,None,None
1357,变色牵牛,Ipomoea indica,变色牵牛,Ipomoea indica,变色牵牛,Ipomoea indica
1358,瘤梗番薯,Ipomoea lacunosa,瘤梗番薯,Ipomoea lacunosa,瘤梗番薯,Ipomoea lacunosa
1359,牵牛&圆叶牵牛,Ipomoea nil&purpurea,None,None,None,None
1360,小心叶薯,Ipomoea obscura,小心叶薯,Ipomoea obscura,小心叶薯,Ipomoea obscura
1361,厚藤,Ipomoea pes-caprae,厚藤,Ipomoea pes-caprae,厚藤,Ipomoea pes-caprae
1362,三裂叶薯,Ipomoea triloba,三裂叶薯,Ipomoea triloba,三裂叶薯,Ipomoea triloba
1363,飞蛾藤,Dinetus racemosus,飞蛾藤,Dinetus racemosus,飞蛾藤,Dinetus racemosus
1364,马蹄金,Dichondra micrantha,马蹄金,Dichondra micrantha,马蹄金,Dichondra micrantha
1365,多裂鱼黄草,Merremia dissecta,多裂鱼黄草,Merremia dissecta,多裂鱼黄草,Merremia dissecta
1366,篱栏网,Merremia hederacea,篱栏网,Merremia hederacea,篱栏网,Merremia hederacea
1367,北鱼黄草,Merremia sibirica,北鱼黄草,Merremia sibirica,北鱼黄草,Merremia sibirica
1368,木玫瑰,Merremia tuberosa,木玫瑰,Merremia tuberosa,木玫瑰,Merremia tuberosa
1369,掌叶鱼黄草,Merremia vitifolia,掌叶鱼黄草,Merremia vitifolia,掌叶鱼黄草,Merremia vitifolia
1370,中国旌节花,Stachyurus chinensis,中国旌节花,Stachyurus chinensis,中国旌节花,Stachyurus chinensis
1371,西域旌节花,Stachyurus himalaicus,西域旌节花,Stachyurus himalaicus,西域旌节花,Stachyurus himalaicus
1372,<某种>,Aesculus californica,加州七叶树,Aesculus californica,None,None
1373,七叶树,Aesculus chinensis,七叶树,Aesculus chinensis,七叶树,Aesculus chinensis
1374,光叶七叶树,Aesculus glabra,光叶七叶树,Aesculus glabra,None,None
1375,欧洲七叶树,Aesculus hippocastanum,欧洲七叶树,Aesculus hippocastanum,欧洲七叶树,Aesculus hippocastanum
1376,北美红花七叶树,Aesculus pavia,北美红花七叶树,Aesculus pavia,None,None
1377,大花倒地铃,Cardiospermum grandiflorum,大花倒地铃,Cardiospermum grandiflorum,None,None
1378,倒地铃,Cardiospermum halicacabum,倒地铃,Cardiospermum halicacabum,倒地铃,Cardiospermum halicacabum
1379,西非荔枝果,Blighia sapida,西非荔枝果,Blighia sapida,None,None
1380,文冠果,Xanthoceras sorbifolium,文冠果,Xanthoceras sorbifolium,文冠果,Xanthoceras sorbifolium
1381,无患子,Sapindus saponaria,无患子,Sapindus saponaria,无患子,Sapindus saponaria
1382,复羽叶栾树,Koelreuteria bipinnata,复羽叶栾树,Koelreuteria bipinnata,复羽叶栾,Koelreuteria bipinnata
1383,栾树,Koelreuteria paniculata,栾树,Koelreuteria paniculata,栾,Koelreuteria paniculata
1384,三角槭,Acer buergerianum,三角槭,Acer buergerianum,三角槭,Acer buergerianum
1385,紫果槭,Acer cordatum,紫果槭,Acer cordatum,紫果槭,Acer cordatum
1386,青榨槭,Acer davidii,青榨槭,Acer davidii,None,None
1387,罗浮槭,Acer fabri,罗浮槭,Acer fabri,罗浮槭,Acer fabri
1388,建始槭,Acer henryi,建始槭,Acer henryi,建始槭,Acer henryi
1389,大叶槭,Acer macrophyllum,大叶槭,Acer macrophyllum,None,None
1390,梣叶槭,Acer negundo,梣叶槭,Acer negundo,梣叶槭,Acer negundo
1391,鸡爪槭,Acer palmatum,鸡爪槭,Acer palmatum,鸡爪槭,Acer palmatum
1392,条纹槭,Acer pensylvanicum,条纹槭,Acer pensylvanicum,None,None
1393,挪威枫,Acer platanoides,挪威枫,Acer platanoides,None,None
1394,毛脉槭,Acer pubinerve,毛脉槭,Acer pubinerve,毛脉槭,Acer pubinerve
1395,红花槭,Acer rubrum,红花槭,Acer rubrum,None,None
1396,银白槭,Acer saccharinum,银白槭,Acer saccharinum,糖槭,Acer saccharinum
1397,糖槭,Acer saccharum,糖槭,Acer saccharum,None,None
1398,穗花槭,Acer spicatum,穗花槭,Acer spicatum,None,None
1399,茶条枫,Acer tataricum subsp. ginnala,茶条枫,Acer tataricum subsp. ginnala,茶条槭,Acer tataricum subsp. ginnala
1400,苦条枫,Acer tataricum subsp. theiferum,苦条枫,Acer tataricum subsp. theiferum,苦条槭,Acer tataricum subsp. theiferum
1401,元宝槭,Acer truncatum,元宝槭,Acer truncatum,元宝槭,Acer truncatum
1402,滨木患,Arytera littoralis,滨木患,Arytera littoralis,滨木患,Arytera littoralis
1403,茶条木,Delavaya toxocarpa,茶条木,Delavaya toxocarpa,茶条木,Delavaya toxocarpa
1404,荔枝,Litchi chinensis,荔枝,Litchi chinensis,荔枝,Litchi chinensis
1405,车桑子,Dodonaea viscosa,车桑子,Dodonaea viscosa,车桑子,Dodonaea viscosa
1406,红毛丹,Nephelium lappaceum,红毛丹,Nephelium lappaceum,红毛丹,Nephelium lappaceum
1407,龙眼,Dimocarpus longan,龙眼,Dimocarpus longan,龙眼,Dimocarpus longan
1408,旱金莲,Tropaeolum majus,旱金莲,Tropaeolum majus,旱金莲,Tropaeolum majus
1409,独叶草,Kingdonia uniflora,独叶草,Kingdonia uniflora,独叶草,Kingdonia uniflora
1410,极乐鸟,Kalanchoe beauverdii,极乐鸟,Kalanchoe beauverdii,None,None
1411,长寿花,Kalanchoe blossfeldiana,长寿花,Kalanchoe blossfeldiana,None,None
1412,棒叶落地生根,Kalanchoe delagoensis,棒叶落地生根,Kalanchoe delagoensis,None,None
1413,玉吊钟,Kalanchoe fedtschenkoi,玉吊钟,Kalanchoe fedtschenkoi,None,None
1414,江户紫,Kalanchoe marmorata,江户紫,Kalanchoe marmorata,None,None
1415,紫萼宫灯长寿花,Kalanchoe porphyrocalyx,紫萼宫灯长寿花,Kalanchoe porphyrocalyx,None,None
1416,褐斑伽蓝,Kalanchoe tomentosa,褐斑伽蓝,Kalanchoe tomentosa,None,None
1417,长药八宝,Hylotelephium spectabile,长药八宝,Hylotelephium spectabile,长药八宝,Hylotelephium spectabile
1418,华北八宝,Hylotelephium tatarinowii,华北八宝,Hylotelephium tatarinowii,华北八宝,Hylotelephium tatarinowii
1419,霜之朝,× Pachyveria 'Powder Puff',霜之朝,× Pachyveria 'Powder Puff',None,None
1420,天锦章,Adromischus cristatus var. clavifolius,天锦章,Adromischus cristatus var. clavifolius,None,None
1421,山地玫瑰属,Greenovia,山地玫瑰属,Greenovia,None,None
1422,黄金万年草,Sedum acre 'Aurea',黄金万年草,Sedum acre 'Aurea',None,None
1423,东南景天,Sedum alfredii,东南景天,Sedum alfredii,东南景天,Sedum alfredii
1424,珠芽景天,Sedum bulbiferum,珠芽景天,Sedum bulbiferum,珠芽景天,Sedum bulbiferum
1425,大叶火焰草,Sedum drymarioides,大叶火焰草,Sedum drymarioides,大叶火焰草,Sedum drymarioides
1426,凹叶景天,Sedum emarginatum,凹叶景天,Sedum emarginatum,凹叶景天,Sedum emarginatum
1427,佛甲草,Sedum lineare,佛甲草,Sedum lineare,佛甲草,Sedum lineare
1428,垂盆草,Sedum sarmentosum,垂盆草,Sedum sarmentosum,垂盆草,Sedum sarmentosum
1429,千佛手景天,Sedum sediforme,千佛手景天,Sedum sediforme,None,None
1430,白霜景天,Sedum spathulifolium,白霜景天,Sedum spathulifolium,None,None
1431,瓦松,Orostachys fimbriata,瓦松,Orostachys fimbriata,瓦松,Orostachys fimbriata
1432,钝叶瓦松,Orostachys malacophylla,钝叶瓦松,Orostachys malacophylla,None,Orostachys malacophylla
1433,晚霞之舞,Echeveria 'Neon Breakers',晚霞之舞,Echeveria 'Neon Breakers',None,None
1434,紫珍珠,Echeveria 'Perle von Nurnberg',紫珍珠,Echeveria 'Perle von Nurnberg',None,None
1435,丽娜莲,Echeveria lilacina,丽娜莲,Echeveria lilacina,None,None
1436,花月夜,Echeveria pulidonis,花月夜,Echeveria pulidonis,None,None
1437,锦晃星,Echeveria pulvinata,锦晃星,Echeveria pulvinata,None,None
1438,特玉莲,Echeveria runyonii 'Topsy Turvy',特玉莲,Echeveria runyonii 'Topsy Turvy',None,None
1439,红景天,Rhodiola rosea,红景天,Rhodiola rosea,红景天,Rhodiola rosea
1440,云南红景天,Rhodiola yunnanensis,云南红景天,Rhodiola yunnanensis,云南红景天,Rhodiola yunnanensis
1441,黑法师,Aeonium 'Zwartkop',黑法师,Aeonium 'Zwartkop',None,None
1442,落地生根,Bryophyllum pinnatum,落地生根,Bryophyllum pinnatum,落地生根,Bryophyllum pinnatum
1443,费菜,Phedimus aizoon,费菜,Phedimus aizoon,费菜,Phedimus aizoon
1444,熊童子,Cotyledon tomentosa,熊童子,Cotyledon tomentosa,None,None
1445,蛛丝卷绢,Sempervivum arachnoideum subsp. tomentosum,蛛丝卷绢,Sempervivum arachnoideum subsp. tomentosum,None,None
1446,玉树,Crassula arborescens,玉树,Crassula arborescens,None,None
1447,茜之塔,Crassula corymbulosa,茜之塔,Crassula corymbulosa,None,None
1448,钱串景天,Crassula marnieriana,钱串景天,Crassula marnieriana,None,None
1449,筒叶花月,Crassula obliqua 'Gollum',筒叶花月,Crassula obliqua 'Gollum',None,None
1450,桃之卵,Graptopetalum amethystinum,桃之卵,Graptopetalum amethystinum,None,None
1451,荷花玉兰,Magnolia grandiflora,荷花玉兰,Magnolia grandiflora,荷花木兰,Magnolia grandiflora
1452,三瓣木兰,Magnolia tripetala,三瓣木兰,Magnolia tripetala,None,None
1453,厚朴,Houpoea officinalis,厚朴,Houpoea officinalis,厚朴,Houpoea officinalis
1454,黄兰含笑,Michelia champaca,黄兰含笑,Michelia champaca,黄缅桂,Michelia champaca
